signal,dte,delta_target,tp,time_stop_h,sl,n_fires,mean_exit_multiple,median_exit_multiple,std_exit_multiple,win_rate,hit_tp_pct,hit_sl_pct,hit_ts_pct,hit_expiry_pct,mean_entry_ask_usd,expected_dollar_pnl,median_dollar_pnl
pullback,1,0.25,1.5,16,0.3,54,0.7925,0.3372,0.6088,0.3519,0.3333,0.5,0.0926,0.0741,616.72,-62.84,-263.64
pullback,1,0.25,1.5,16,0.5,54,0.7721,0.4906,0.5009,0.2593,0.2593,0.7407,0.0,0.0,616.72,-97.74,-226.19
pullback,1,0.25,1.5,20,,54,0.715,0.5195,0.703,0.3704,0.3519,0.0,0.1296,0.5185,616.72,-105.73,-303.32
pullback,1,0.25,1.5,20,0.3,54,0.7797,0.2975,0.6147,0.3519,0.3333,0.537,0.0556,0.0741,616.72,-73.78,-281.33
pullback,1,0.25,1.5,20,0.5,54,0.7721,0.4906,0.5009,0.2593,0.2593,0.7407,0.0,0.0,616.72,-97.74,-226.19
pullback,1,0.25,2.0,4,,54,0.7622,0.6201,0.5076,0.1481,0.0556,0.0,0.9444,0.0,616.72,-117.39,-196.89
pullback,1,0.25,2.0,4,0.3,54,0.7625,0.6201,0.5073,0.1481,0.0556,0.0185,0.9259,0.0,616.72,-117.27,-196.89
pullback,1,0.25,2.0,4,0.5,54,0.76,0.5896,0.4939,0.1296,0.0556,0.3333,0.6111,0.0,616.72,-119.61,-186.59
pullback,1,0.25,2.0,8,,54,0.6686,0.4704,0.6692,0.2222,0.0926,0.0,0.7963,0.1111,616.72,-150.33,-316.03
pullback,1,0.25,2.0,8,0.3,54,0.7123,0.4704,0.6335,0.2222,0.0926,0.3333,0.5556,0.0185,616.72,-133.48,-285.03
pullback,1,0.25,2.0,8,0.5,54,0.7333,0.4983,0.5721,0.1667,0.0926,0.6296,0.2778,0.0,616.72,-131.34,-230.01
pullback,1,0.25,2.0,12,,54,0.6533,0.4195,0.7598,0.2222,0.1481,0.0,0.4074,0.4444,616.72,-141.75,-344.93
pullback,1,0.25,2.0,12,0.3,54,0.7297,0.3558,0.7037,0.2222,0.1481,0.4815,0.2593,0.1111,616.72,-108.49,-294.67
pullback,1,0.25,2.0,12,0.5,54,0.7483,0.4901,0.6145,0.1667,0.1296,0.7593,0.0926,0.0185,616.72,-109.52,-233.05
pullback,1,0.25,2.0,16,,54,0.6749,0.3017,0.8219,0.2407,0.1852,0.0,0.2593,0.5556,616.72,-94.13,-332.08
pullback,1,0.25,2.0,16,0.3,54,0.761,0.2964,0.7586,0.2407,0.1852,0.5741,0.1296,0.1111,616.72,-53.64,-293.27
pullback,1,0.25,2.0,16,0.5,54,0.7742,0.488,0.6645,0.1667,0.1667,0.8148,0.0,0.0185,616.72,-69.64,-233.05
pullback,1,0.25,2.0,20,,54,0.6534,0.2366,0.8261,0.2222,0.1852,0.0,0.1481,0.6667,616.72,-115.39,-343.07
pullback,1,0.25,2.0,20,0.3,54,0.7484,0.2953,0.7573,0.2222,0.1852,0.6111,0.0741,0.1296,616.72,-68.6,-297.5
pullback,1,0.25,2.0,20,0.5,54,0.7742,0.488,0.6645,0.1667,0.1667,0.8148,0.0,0.0185,616.72,-69.64,-233.05
pullback,1,0.25,2.5,4,,54,0.7622,0.6201,0.5078,0.1481,0.037,0.0,0.963,0.0,616.72,-117.36,-196.89
pullback,1,0.25,2.5,4,0.3,54,0.7626,0.6201,0.5074,0.1481,0.037,0.0185,0.9444,0.0,616.72,-117.23,-196.89
pullback,1,0.25,2.5,4,0.5,54,0.7601,0.5896,0.4941,0.1296,0.037,0.3333,0.6296,0.0,616.72,-119.58,-186.59
pullback,1,0.25,2.5,8,,54,0.6399,0.4704,0.6224,0.2222,0.037,0.0,0.8333,0.1296,616.72,-167.63,-316.03
pullback,1,0.25,2.5,8,0.3,54,0.6836,0.4704,0.586,0.2222,0.037,0.3333,0.5926,0.037,616.72,-150.77,-285.03
pullback,1,0.25,2.5,8,0.5,54,0.7047,0.4983,0.5201,0.1667,0.037,0.6296,0.3148,0.0185,616.72,-148.63,-230.01
pullback,1,0.25,2.5,12,,54,0.6444,0.4195,0.7984,0.2037,0.0926,0.0,0.4444,0.463,616.72,-142.39,-344.93
pullback,1,0.25,2.5,12,0.3,54,0.7209,0.3558,0.7462,0.2037,0.0926,0.4815,0.2963,0.1296,616.72,-109.13,-294.67
pullback,1,0.25,2.5,12,0.5,54,0.7246,0.4901,0.6233,0.1481,0.0741,0.7593,0.1296,0.037,616.72,-120.27,-233.05
pullback,1,0.25,2.5,16,,54,0.6446,0.2808,0.8627,0.2037,0.1111,0.0,0.3148,0.5741,616.72,-112.09,-343.07
pullback,1,0.25,2.5,16,0.3,54,0.7332,0.2963,0.8044,0.2037,0.1111,0.5926,0.1667,0.1296,616.72,-69.91,-297.07
pullback,1,0.25,2.5,16,0.5,54,0.7292,0.4865,0.6794,0.1296,0.0926,0.8519,0.0185,0.037,616.72,-97.64,-235.62
pullback,1,0.25,2.5,20,,54,0.6308,0.2073,0.891,0.1852,0.1296,0.0,0.1852,0.6852,616.72,-115.68,-347.49
pullback,1,0.25,2.5,20,0.3,54,0.7281,0.2953,0.8288,0.1852,0.1296,0.6296,0.0926,0.1481,616.72,-67.32,-308.62
pullback,1,0.25,2.5,20,0.5,54,0.743,0.4865,0.709,0.1296,0.1111,0.8519,0.0,0.037,616.72,-75.74,-235.62
pullback,1,0.3,,4,,54,0.7655,0.6952,0.4105,0.1111,0.0,0.0,1.0,0.0,789.32,-155.71,-218.23
pullback,1,0.3,,4,0.3,54,0.7123,0.6861,0.2961,0.0926,0.0,0.0185,0.9815,0.0,789.32,-219.0,-225.04
pullback,1,0.3,,4,0.5,54,0.7129,0.6795,0.2892,0.0926,0.0,0.2222,0.7778,0.0,789.32,-219.56,-229.22
pullback,1,0.3,,8,,54,0.6382,0.4832,0.5556,0.1481,0.0,0.0,0.8704,0.1296,789.32,-233.08,-333.97
pullback,1,0.3,,8,0.3,54,0.6034,0.4766,0.4368,0.1296,0.0,0.2778,0.6852,0.037,789.32,-289.12,-318.55
pullback,1,0.3,,8,0.5,54,0.6519,0.494,0.3937,0.1296,0.0,0.6111,0.3519,0.037,789.32,-264.84,-314.11
pullback,1,0.3,,12,,54,0.5906,0.3654,0.681,0.1481,0.0,0.0,0.5556,0.4444,789.32,-271.28,-397.2
pullback,1,0.3,,12,0.3,54,0.6449,0.3117,0.6421,0.1481,0.0,0.5,0.3704,0.1296,789.32,-243.64,-350.77
pullback,1,0.3,,12,0.5,54,0.6576,0.4908,0.4665,0.1111,0.0,0.7222,0.2037,0.0741,789.32,-250.35,-314.11
pullback,1,0.3,,16,,54,0.5802,0.2805,0.7825,0.1667,0.0,0.0,0.3519,0.6481,789.32,-223.21,-424.39
pullback,1,0.3,,16,0.3,54,0.6541,0.2952,0.7355,0.1667,0.0,0.5926,0.2407,0.1667,789.32,-178.95,-418.02
pullback,1,0.3,,16,0.5,54,0.652,0.4841,0.5482,0.1111,0.0,0.8333,0.0556,0.1111,789.32,-215.31,-356.84
pullback,1,0.3,,20,,54,0.5422,0.2476,0.7272,0.1667,0.0,0.0,0.2407,0.7593,789.32,-259.42,-425.89
pullback,1,0.3,,20,0.3,54,0.6167,0.2929,0.6773,0.1667,0.0,0.6667,0.1481,0.1852,789.32,-215.16,-420.17
pullback,1,0.3,,20,0.5,54,0.626,0.483,0.5281,0.0926,0.0,0.8704,0.0185,0.1111,789.32,-271.41,-362.96
pullback,1,0.3,1.3,4,,54,0.7777,0.7034,0.2948,0.1852,0.1296,0.0,0.8704,0.0,789.32,-163.05,-205.73
pullback,1,0.3,1.3,4,0.3,54,0.7777,0.7034,0.2948,0.1852,0.1296,0.0,0.8704,0.0,789.32,-163.05,-205.73
pullback,1,0.3,1.3,4,0.5,54,0.7769,0.7008,0.2894,0.1852,0.1296,0.1852,0.6852,0.0,789.32,-164.16,-208.01
pullback,1,0.3,1.3,8,,54,0.6722,0.5623,0.448,0.2407,0.2222,0.0,0.7037,0.0741,789.32,-233.64,-321.37
pullback,1,0.3,1.3,8,0.3,54,0.6674,0.4955,0.419,0.2222,0.2037,0.2222,0.5741,0.0,789.32,-236.24,-316.99
pullback,1,0.3,1.3,8,0.5,54,0.7086,0.4972,0.3719,0.2222,0.2037,0.5556,0.2407,0.0,789.32,-216.81,-302.16
pullback,1,0.3,1.3,12,,54,0.6605,0.5551,0.5359,0.2963,0.2778,0.0,0.3889,0.3333,789.32,-231.46,-355.5
pullback,1,0.3,1.3,12,0.3,54,0.6941,0.5102,0.4729,0.2778,0.2593,0.4444,0.2222,0.0741,789.32,-207.48,-321.14
pullback,1,0.3,1.3,12,0.5,54,0.719,0.494,0.3823,0.2222,0.2222,0.6296,0.1111,0.037,789.32,-200.01,-298.36
pullback,1,0.3,1.3,16,,54,0.6622,0.5106,0.5832,0.3519,0.3333,0.0,0.2037,0.463,789.32,-199.61,-358.69
pullback,1,0.3,1.3,16,0.3,54,0.716,0.4246,0.5034,0.3333,0.3148,0.4815,0.1296,0.0741,789.32,-159.3,-316.99
pullback,1,0.3,1.3,16,0.5,54,0.729,0.493,0.4016,0.2593,0.2593,0.6852,0.0185,0.037,789.32,-179.23,-302.16
pullback,1,0.3,1.3,20,,54,0.6398,0.4304,0.5934,0.3519,0.3333,0.0,0.1296,0.537,789.32,-219.19,-380.62
pullback,1,0.3,1.3,20,0.3,54,0.6952,0.2974,0.5128,0.3333,0.3148,0.5556,0.0556,0.0741,789.32,-177.76,-326.6
pullback,1,0.3,1.3,20,0.5,54,0.7251,0.4918,0.4032,0.2593,0.2593,0.7037,0.0,0.037,789.32,-184.3,-302.16
pullback,1,0.3,1.5,4,,54,0.7969,0.7034,0.3671,0.1667,0.1111,0.0,0.8889,0.0,789.32,-142.56,-205.73
pullback,1,0.3,1.5,4,0.3,54,0.7969,0.7034,0.3671,0.1667,0.1111,0.0,0.8889,0.0,789.32,-142.56,-205.73
pullback,1,0.3,1.5,4,0.5,54,0.7961,0.7008,0.3628,0.1667,0.1111,0.1852,0.7037,0.0,789.32,-143.67,-208.01
pullback,1,0.3,1.5,8,,54,0.7005,0.5623,0.5172,0.2222,0.1852,0.0,0.7407,0.0741,789.32,-207.11,-321.37
pullback,1,0.3,1.5,8,0.3,54,0.6928,0.4955,0.4879,0.2037,0.1667,0.2222,0.6111,0.0,789.32,-211.03,-316.99
pullback,1,0.3,1.5,8,0.5,54,0.734,0.4972,0.4458,0.2037,0.1667,0.5556,0.2778,0.0,789.32,-191.6,-302.16
pullback,1,0.3,1.5,12,,54,0.6882,0.5258,0.6091,0.2778,0.2407,0.0,0.4259,0.3333,789.32,-199.5,-367.02
pullback,1,0.3,1.5,12,0.3,54,0.7189,0.4755,0.5488,0.2593,0.2222,0.4444,0.2593,0.0741,789.32,-176.83,-324.94
pullback,1,0.3,1.5,12,0.5,54,0.7423,0.494,0.4625,0.2037,0.1852,0.6481,0.1296,0.037,789.32,-171.25,-298.41
pullback,1,0.3,1.5,16,,54,0.7108,0.4741,0.6702,0.3333,0.3148,0.0,0.2037,0.4815,789.32,-143.88,-358.69
pullback,1,0.3,1.5,16,0.3,54,0.7584,0.3521,0.5963,0.3148,0.2963,0.5,0.1296,0.0741,789.32,-106.79,-321.14
pullback,1,0.3,1.5,16,0.5,54,0.7696,0.493,0.4998,0.2407,0.2407,0.7037,0.0185,0.037,789.32,-131.39,-302.16
pullback,1,0.3,1.5,20,,54,0.6885,0.3866,0.6806,0.3333,0.3148,0.0,0.1296,0.5556,789.32,-163.46,-380.62
pullback,1,0.3,1.5,20,0.3,54,0.7377,0.2964,0.6058,0.3148,0.2963,0.5741,0.0556,0.0741,789.32,-125.25,-340.01
pullback,1,0.3,1.5,20,0.5,54,0.7657,0.4918,0.5014,0.2407,0.2407,0.7222,0.0,0.037,789.32,-136.46,-302.16
pullback,1,0.3,2.0,4,,54,0.7773,0.6952,0.3907,0.1296,0.0556,0.0,0.9444,0.0,789.32,-147.34,-211.38
pullback,1,0.3,2.0,4,0.3,54,0.7773,0.6952,0.3907,0.1296,0.0556,0.0,0.9444,0.0,789.32,-147.34,-211.38
pullback,1,0.3,2.0,4,0.5,54,0.7779,0.6861,0.3853,0.1296,0.0556,0.2037,0.7407,0.0,789.32,-147.9,-218.03
pullback,1,0.3,2.0,8,,54,0.6839,0.4955,0.5857,0.1667,0.1111,0.0,0.8148,0.0741,789.32,-200.44,-325.28
pullback,1,0.3,2.0,8,0.3,54,0.7026,0.4832,0.5665,0.1667,0.1111,0.2407,0.6481,0.0,789.32,-192.69,-316.99
pullback,1,0.3,2.0,8,0.5,54,0.7477,0.4958,0.5272,0.1667,0.1111,0.5741,0.3148,0.0,789.32,-171.82,-302.16
pullback,1,0.3,2.0,12,,54,0.6722,0.4166,0.7105,0.2037,0.1667,0.0,0.4444,0.3889,789.32,-184.06,-387.96
pullback,1,0.3,2.0,12,0.3,54,0.7337,0.3517,0.6614,0.2037,0.1667,0.463,0.2778,0.0926,789.32,-147.78,-327.22
pullback,1,0.3,2.0,12,0.5,54,0.7673,0.4918,0.5814,0.1667,0.1481,0.6852,0.1296,0.037,789.32,-138.16,-302.16
pullback,1,0.3,2.0,16,,54,0.6655,0.3448,0.757,0.2407,0.1667,0.0,0.2963,0.537,789.32,-146.72,-402.4
pullback,1,0.3,2.0,16,0.3,54,0.7462,0.298,0.6945,0.2407,0.1667,0.537,0.2037,0.0926,789.32,-94.07,-340.01
pullback,1,0.3,2.0,16,0.5,54,0.7726,0.4911,0.604,0.1852,0.1481,0.7593,0.0556,0.037,789.32,-109.03,-314.11
pullback,1,0.3,2.0,20,,54,0.6546,0.25,0.775,0.2407,0.1852,0.0,0.1667,0.6481,789.32,-153.69,-402.4
pullback,1,0.3,2.0,20,0.3,54,0.7385,0.2948,0.7105,0.2407,0.1852,0.6111,0.0926,0.1111,789.32,-98.61,-380.74
pullback,1,0.3,2.0,20,0.5,54,0.7791,0.4908,0.6206,0.1852,0.1667,0.7778,0.0185,0.037,789.32,-97.23,-314.11
pullback,1,0.3,2.5,4,,54,0.7594,0.6952,0.3792,0.1111,0.0185,0.0,0.9815,0.0,789.32,-162.95,-218.23
pullback,1,0.3,2.5,4,0.3,54,0.7594,0.6952,0.3792,0.1111,0.0185,0.0,0.9815,0.0,789.32,-162.95,-218.23
pullback,1,0.3,2.5,4,0.5,54,0.76,0.6861,0.3738,0.1111,0.0185,0.2037,0.7778,0.0,789.32,-163.52,-224.85
pullback,1,0.3,2.5,8,,54,0.6312,0.4832,0.5272,0.1481,0.0185,0.0,0.8519,0.1296,789.32,-241.44,-333.97
pullback,1,0.3,2.5,8,0.3,54,0.6505,0.483,0.5073,0.1481,0.0185,0.2593,0.6852,0.037,789.32,-233.07,-318.01
pullback,1,0.3,2.5,8,0.5,54,0.699,0.495,0.4658,0.1481,0.0185,0.5926,0.3519,0.037,789.32,-208.79,-307.9
pullback,1,0.3,2.5,12,,54,0.6284,0.3654,0.7103,0.1667,0.0741,0.0,0.4815,0.4444,789.32,-212.52,-392.32
pullback,1,0.3,2.5,12,0.3,54,0.6905,0.3295,0.6648,0.1667,0.0741,0.4815,0.3148,0.1296,789.32,-175.63,-339.63
pullback,1,0.3,2.5,12,0.5,54,0.7177,0.4911,0.5583,0.1296,0.0556,0.7037,0.1667,0.0741,789.32,-170.63,-307.9
pullback,1,0.3,2.5,16,,54,0.5908,0.2805,0.7404,0.1852,0.0741,0.0,0.3333,0.5926,789.32,-199.95,-419.41
pullback,1,0.3,2.5,16,0.3,54,0.6728,0.2964,0.6845,0.1852,0.0741,0.5741,0.2222,0.1296,789.32,-146.03,-413.17
pullback,1,0.3,2.5,16,0.5,54,0.6896,0.4874,0.5654,0.1296,0.0556,0.8148,0.0556,0.0741,789.32,-167.07,-349.4
pullback,1,0.3,2.5,20,,54,0.5697,0.2476,0.7437,0.1852,0.0741,0.0,0.2222,0.7037,789.32,-222.49,-421.57
pullback,1,0.3,2.5,20,0.3,54,0.6523,0.2934,0.6874,0.1852,0.0741,0.6481,0.1296,0.1481,789.32,-168.57,-418.67
pullback,1,0.3,2.5,20,0.5,54,0.6636,0.4832,0.5478,0.1111,0.0556,0.8519,0.0185,0.0741,789.32,-223.17,-356.84
pullback,1,0.35,,4,,54,0.793,0.728,0.3369,0.1296,0.0,0.0,1.0,0.0,1017.8,-176.37,-251.51
pullback,1,0.35,,4,0.3,54,0.7516,0.7215,0.2825,0.1111,0.0,0.0185,0.9815,0.0,1017.8,-239.66,-254.99
pullback,1,0.35,,4,0.5,54,0.7591,0.7215,0.2739,0.1111,0.0,0.1296,0.8704,0.0,1017.8,-235.09,-254.99
pullback,1,0.35,,8,,54,0.6717,0.6122,0.4705,0.1852,0.0,0.0,0.9074,0.0926,1017.8,-279.95,-396.29
pullback,1,0.35,,8,0.3,54,0.6401,0.5926,0.4054,0.1667,0.0,0.2037,0.7593,0.037,1017.8,-336.95,-399.84
pullback,1,0.35,,8,0.5,54,0.6583,0.4982,0.3563,0.1481,0.0,0.5185,0.463,0.0185,1017.8,-332.51,-392.93
pullback,1,0.35,,12,,54,0.6959,0.6161,0.6667,0.2407,0.0,0.0,0.6111,0.3889,1017.8,-235.04,-412.58
pullback,1,0.35,,12,0.3,54,0.6845,0.4963,0.6197,0.1852,0.0,0.4074,0.4259,0.1667,1017.8,-273.1,-423.56
pullback,1,0.35,,12,0.5,54,0.6886,0.4954,0.5499,0.1111,0.0,0.6296,0.2778,0.0926,1017.8,-311.23,-395.86
pullback,1,0.35,,16,,54,0.6788,0.4572,0.7463,0.2407,0.0,0.0,0.3519,0.6481,1017.8,-227.14,-511.9
pullback,1,0.35,,16,0.3,54,0.6774,0.2985,0.7129,0.2222,0.0,0.5556,0.2222,0.2222,1017.8,-275.08,-510.9
pullback,1,0.35,,16,0.5,54,0.6878,0.4897,0.6053,0.1481,0.0,0.7778,0.1111,0.1111,1017.8,-317.42,-405.03
pullback,1,0.35,,20,,54,0.6331,0.4042,0.7082,0.2222,0.0,0.0,0.2778,0.7222,1017.8,-304.16,-507.43
pullback,1,0.35,,20,0.3,54,0.654,0.298,0.6667,0.2037,0.0,0.5741,0.1852,0.2407,1017.8,-301.88,-493.1
pullback,1,0.35,,20,0.5,54,0.6663,0.4896,0.552,0.1296,0.0,0.7963,0.0926,0.1111,1017.8,-342.41,-410.41
pullback,1,0.35,1.3,4,,54,0.8237,0.7503,0.2889,0.2037,0.1481,0.0,0.8519,0.0,1017.8,-170.48,-234.49
pullback,1,0.35,1.3,4,0.3,54,0.8237,0.7503,0.2889,0.2037,0.1481,0.0,0.8519,0.0,1017.8,-170.48,-234.49
pullback,1,0.35,1.3,4,0.5,54,0.8297,0.7503,0.2805,0.2037,0.1481,0.0926,0.7593,0.0,1017.8,-166.44,-234.49
pullback,1,0.35,1.3,8,,54,0.771,0.6416,0.4613,0.2963,0.2778,0.0,0.6481,0.0741,1017.8,-191.38,-371.41
pullback,1,0.35,1.3,8,0.3,54,0.7749,0.6416,0.4535,0.2963,0.2778,0.1296,0.5741,0.0185,1017.8,-189.09,-381.04
pullback,1,0.35,1.3,8,0.5,54,0.7735,0.6102,0.3849,0.2778,0.2593,0.4259,0.3148,0.0,1017.8,-202.97,-381.04
pullback,1,0.35,1.3,12,,54,0.7808,0.7279,0.5371,0.4074,0.3148,0.0,0.4444,0.2407,1017.8,-166.45,-325.37
pullback,1,0.35,1.3,12,0.3,54,0.7982,0.6672,0.487,0.3704,0.3148,0.3148,0.2963,0.0741,1017.8,-158.81,-341.41
pullback,1,0.35,1.3,12,0.5,54,0.7956,0.5768,0.3975,0.3148,0.2778,0.4815,0.2037,0.037,1017.8,-174.76,-338.49
pullback,1,0.35,1.3,16,,54,0.783,0.8269,0.5839,0.4444,0.3704,0.0,0.2222,0.4074,1017.8,-125.37,-186.79
pullback,1,0.35,1.3,16,0.3,54,0.7881,0.5782,0.5254,0.4074,0.3519,0.3889,0.1667,0.0926,1017.8,-177.77,-320.38
pullback,1,0.35,1.3,16,0.5,54,0.7951,0.4969,0.4315,0.3519,0.3148,0.5926,0.0556,0.037,1017.8,-180.85,-337.61
pullback,1,0.35,1.3,20,,54,0.7676,0.7228,0.5879,0.4259,0.3704,0.0,0.1667,0.463,1017.8,-141.66,-250.22
pullback,1,0.35,1.3,20,0.3,54,0.7754,0.5879,0.5267,0.3889,0.3519,0.4074,0.1296,0.1111,1017.8,-191.04,-387.44
pullback,1,0.35,1.3,20,0.5,54,0.7843,0.4965,0.4346,0.3333,0.3148,0.6111,0.037,0.037,1017.8,-192.32,-346.91
pullback,1,0.35,1.5,4,,54,0.8283,0.7465,0.3171,0.1852,0.1111,0.0,0.8889,0.0,1017.8,-162.11,-234.49
pullback,1,0.35,1.5,4,0.3,54,0.8283,0.7465,0.3171,0.1852,0.1111,0.0,0.8889,0.0,1017.8,-162.11,-234.49
pullback,1,0.35,1.5,4,0.5,54,0.8344,0.7465,0.3094,0.1852,0.1111,0.0926,0.7963,0.0,1017.8,-158.08,-234.49
pullback,1,0.35,1.5,8,,54,0.7542,0.6333,0.4778,0.2407,0.1667,0.0,0.7593,0.0741,1017.8,-202.02,-381.04
pullback,1,0.35,1.5,8,0.3,54,0.7581,0.6333,0.4705,0.2407,0.1667,0.1296,0.6852,0.0185,1017.8,-199.73,-385.81
pullback,1,0.35,1.5,8,0.5,54,0.7572,0.5926,0.4043,0.2222,0.1481,0.4444,0.4074,0.0,1017.8,-213.11,-383.78
pullback,1,0.35,1.5,12,,54,0.7663,0.6467,0.5904,0.3333,0.2407,0.0,0.4815,0.2778,1017.8,-164.37,-341.41
pullback,1,0.35,1.5,12,0.3,54,0.7875,0.6219,0.5414,0.2963,0.2407,0.3333,0.3333,0.0926,1017.8,-152.93,-387.44
pullback,1,0.35,1.5,12,0.5,54,0.784,0.4982,0.445,0.2407,0.2037,0.5185,0.2222,0.0556,1017.8,-169.4,-346.91
pullback,1,0.35,1.5,16,,54,0.7756,0.5782,0.6466,0.3704,0.2963,0.0,0.2222,0.4815,1017.8,-106.16,-320.38
pullback,1,0.35,1.5,16,0.3,54,0.7773,0.4738,0.5904,0.3333,0.2778,0.4444,0.1667,0.1111,1017.8,-165.02,-399.8
pullback,1,0.35,1.5,16,0.5,54,0.7879,0.4962,0.4889,0.2778,0.2407,0.6481,0.0556,0.0556,1017.8,-165.44,-366.5
pullback,1,0.35,1.5,20,,54,0.7602,0.5879,0.65,0.3519,0.2963,0.0,0.1667,0.537,1017.8,-122.46,-372.14
pullback,1,0.35,1.5,20,0.3,54,0.7646,0.4452,0.5913,0.3148,0.2778,0.463,0.1296,0.1296,1017.8,-178.29,-413.82
pullback,1,0.35,1.5,20,0.5,54,0.7771,0.4957,0.4914,0.2593,0.2407,0.6667,0.037,0.0556,1017.8,-176.91,-387.09
pullback,1,0.35,2.0,4,,54,0.7884,0.728,0.3173,0.1296,0.0185,0.0,0.9815,0.0,1017.8,-183.37,-251.51
pullback,1,0.35,2.0,4,0.3,54,0.7884,0.728,0.3173,0.1296,0.0185,0.0,0.9815,0.0,1017.8,-183.37,-251.51
pullback,1,0.35,2.0,4,0.5,54,0.7959,0.728,0.3087,0.1296,0.0185,0.1111,0.8704,0.0,1017.8,-178.8,-251.29
pullback,1,0.35,2.0,8,,54,0.683,0.6122,0.4931,0.1852,0.0556,0.0,0.8704,0.0741,1017.8,-271.28,-396.29
pullback,1,0.35,2.0,8,0.3,54,0.6932,0.6102,0.4799,0.1852,0.0556,0.1852,0.7407,0.0185,1017.8,-264.35,-396.29
pullback,1,0.35,2.0,8,0.5,54,0.6961,0.5102,0.397,0.1667,0.037,0.5,0.463,0.0,1017.8,-275.48,-390.8
pullback,1,0.35,2.0,12,,54,0.7144,0.6161,0.641,0.2593,0.1111,0.0,0.537,0.3519,1017.8,-199.22,-400.24
pullback,1,0.35,2.0,12,0.3,54,0.7152,0.5424,0.5854,0.2037,0.1111,0.3889,0.3704,0.1296,1017.8,-218.48,-412.58
pullback,1,0.35,2.0,12,0.5,54,0.7251,0.4962,0.4971,0.1481,0.0926,0.5926,0.2407,0.0741,1017.8,-225.28,-390.8
pullback,1,0.35,2.0,16,,54,0.6913,0.4572,0.6892,0.2593,0.1296,0.0,0.3148,0.5556,1017.8,-206.02,-489.66
pullback,1,0.35,2.0,16,0.3,54,0.7006,0.2988,0.6471,0.2407,0.1296,0.537,0.1852,0.1481,1017.8,-237.64,-462.42
pullback,1,0.35,2.0,16,0.5,54,0.7307,0.494,0.5537,0.1852,0.1111,0.7407,0.0741,0.0741,1017.8,-221.11,-395.86
pullback,1,0.35,2.0,20,,54,0.6899,0.425,0.7098,0.2593,0.1481,0.0,0.2222,0.6296,1017.8,-175.77,-456.16
pullback,1,0.35,2.0,20,0.3,54,0.6846,0.2985,0.6427,0.2222,0.1296,0.5556,0.1481,0.1667,1017.8,-259.52,-462.42
pullback,1,0.35,2.0,20,0.5,54,0.7165,0.4916,0.5506,0.1667,0.1111,0.7593,0.0556,0.0741,1017.8,-241.18,-400.48
pullback,1,0.35,2.5,4,,54,0.7976,0.728,0.3586,0.1296,0.0185,0.0,0.9815,0.0,1017.8,-169.35,-251.51
pullback,1,0.35,2.5,4,0.3,54,0.7516,0.7215,0.2825,0.1111,0.0,0.0185,0.9815,0.0,1017.8,-239.66,-254.99
pullback,1,0.35,2.5,4,0.5,54,0.7591,0.7215,0.2739,0.1111,0.0,0.1296,0.8704,0.0,1017.8,-235.09,-254.99
pullback,1,0.35,2.5,8,,54,0.6978,0.6122,0.5408,0.1852,0.037,0.0,0.8704,0.0926,1017.8,-251.31,-396.29
pullback,1,0.35,2.5,8,0.3,54,0.662,0.5926,0.4714,0.1667,0.0185,0.2037,0.7407,0.037,1017.8,-314.7,-399.84
pullback,1,0.35,2.5,8,0.5,54,0.6583,0.4982,0.3563,0.1481,0.0,0.5185,0.463,0.0185,1017.8,-332.51,-392.93
pullback,1,0.35,2.5,12,,54,0.757,0.6161,0.7409,0.2593,0.0926,0.0,0.537,0.3704,1017.8,-143.28,-400.24
pullback,1,0.35,2.5,12,0.3,54,0.7119,0.4963,0.6543,0.1852,0.0741,0.4074,0.3704,0.1481,1017.8,-232.85,-423.56
pullback,1,0.35,2.5,12,0.5,54,0.7152,0.4957,0.5573,0.1296,0.0556,0.6111,0.2407,0.0926,1017.8,-246.34,-392.93
pullback,1,0.35,2.5,16,,54,0.7208,0.4572,0.7668,0.2593,0.0926,0.0,0.3333,0.5741,1017.8,-167.06,-489.66
pullback,1,0.35,2.5,16,0.3,54,0.6841,0.2985,0.6899,0.2222,0.0741,0.5556,0.2037,0.1667,1017.8,-268.99,-510.9
pullback,1,0.35,2.5,16,0.5,54,0.7076,0.4916,0.5854,0.1667,0.0556,0.7593,0.0926,0.0926,1017.8,-259.14,-400.48
pullback,1,0.35,2.5,20,,54,0.6892,0.4042,0.7784,0.2407,0.0926,0.0,0.2593,0.6481,1017.8,-230.3,-485.19
pullback,1,0.35,2.5,20,0.3,54,0.6749,0.298,0.6945,0.2037,0.0741,0.5741,0.1667,0.1852,1017.8,-282.01,-493.1
pullback,1,0.35,2.5,20,0.5,54,0.7003,0.4897,0.5923,0.1481,0.0556,0.7778,0.0741,0.0926,1017.8,-270.36,-405.03
pullback,1,0.4,,4,,54,0.8069,0.765,0.3062,0.1296,0.0,0.0,1.0,0.0,1178.54,-197.79,-265.08
pullback,1,0.4,,4,0.3,54,0.7655,0.7616,0.2475,0.1111,0.0,0.0185,0.9815,0.0,1178.54,-261.09,-282.13
pullback,1,0.4,,4,0.5,54,0.77,0.7616,0.2412,0.1111,0.0,0.0741,0.9259,0.0,1178.54,-258.48,-279.06
