signal,fire_ts,date,hour_utc,rv_rank,dte,delta_target,call_strike,call_actual_delta,call_delta_dist,call_actual_iv,call_ask_usd,call_bid_usd,call_spread_pct,put_strike,put_actual_delta,put_delta_dist,put_actual_iv,put_ask_usd,put_bid_usd,put_spread_pct,straddle_ask_usd,straddle_bid_usd,straddle_spread_pct,straddle_pct_spot,spot_usd,hours_to_expiry,available,skip_reason
pullback,2026-01-07T01:00:00+00:00,2026-01-07,1,0.7486,1,0.35,94000.0,0.2974,0.0526,43.78,510.05,435.86,14.55,92000.0,-0.385,0.035,44.04,695.52,602.79,13.33,1205.57,1038.65,13.85,1.3,92736.32,31.0,True,
pullback,2026-01-07T01:00:00+00:00,2026-01-07,1,0.7486,1,0.4,93000.0,0.454,0.054,43.63,880.99,788.26,10.53,92000.0,-0.385,0.015,44.04,695.52,602.79,13.33,1576.52,1391.04,11.76,1.7,92736.32,31.0,True,
pullback,2026-01-07T01:00:00+00:00,2026-01-07,1,0.7486,2,0.1,98000.0,0.0693,0.0307,46.66,120.56,102.01,15.38,88000.0,-0.0925,0.0075,50.47,166.93,148.38,11.11,287.48,250.39,12.9,0.31,92736.32,55.0,True,
pullback,2026-01-07T01:00:00+00:00,2026-01-07,1,0.7486,2,0.15,96000.0,0.1699,0.0199,45.32,324.58,287.48,11.43,89000.0,-0.1394,0.0106,48.52,268.94,241.11,10.34,593.51,528.6,10.94,0.64,92736.32,55.0,True,
pullback,2026-01-07T01:00:00+00:00,2026-01-07,1,0.7486,2,0.2,96000.0,0.1699,0.0301,45.32,324.58,287.48,11.43,90000.0,-0.2069,0.0069,46.99,435.86,389.49,10.64,760.44,676.98,10.98,0.82,92736.32,55.0,True,
pullback,2026-01-07T01:00:00+00:00,2026-01-07,1,0.7486,2,0.25,95000.0,0.254,0.004,45.19,556.42,463.68,16.67,90000.0,-0.2069,0.0431,46.99,435.86,389.49,10.64,992.28,853.17,14.02,1.07,92736.32,55.0,True,
pullback,2026-01-07T01:00:00+00:00,2026-01-07,1,0.7486,2,0.3,95000.0,0.254,0.046,45.19,556.42,463.68,16.67,91000.0,-0.2973,0.0027,45.86,695.52,602.79,13.33,1251.94,1066.47,14.81,1.35,92736.32,55.0,True,
pullback,2026-01-07T01:00:00+00:00,2026-01-07,1,0.7486,2,0.35,94000.0,0.3562,0.0062,44.93,834.63,741.89,11.11,91000.0,-0.2973,0.0527,45.86,695.52,602.79,13.33,1530.15,1344.68,12.12,1.65,92736.32,55.0,True,
pullback,2026-01-07T01:00:00+00:00,2026-01-07,1,0.7486,2,0.4,94000.0,0.3562,0.0438,44.93,834.63,741.89,11.11,92000.0,-0.4074,0.0074,45.15,1020.1,973.73,4.55,1854.73,1715.62,7.5,2.0,92736.32,55.0,True,
pullback,2026-01-07T01:00:00+00:00,2026-01-07,1,0.7486,3,0.1,98000.0,0.1102,0.0102,46.65,241.11,204.02,15.38,88000.0,-0.1291,0.0291,49.81,306.03,268.94,12.12,547.14,472.96,13.56,0.59,92736.32,79.0,True,
pullback,2026-01-07T01:00:00+00:00,2026-01-07,1,0.7486,3,0.15,97000.0,0.1583,0.0083,46.27,361.67,315.3,12.82,88000.0,-0.1291,0.0209,49.81,306.03,268.94,12.12,667.7,584.24,12.5,0.72,92736.32,79.0,True,
pullback,2026-01-07T01:00:00+00:00,2026-01-07,1,0.7486,3,0.2,96000.0,0.2212,0.0212,46.15,556.42,463.68,16.67,89000.0,-0.1789,0.0211,48.26,445.13,398.77,10.42,1001.55,862.45,13.89,1.08,92736.32,79.0,True,
pullback,2026-01-07T01:00:00+00:00,2026-01-07,1,0.7486,3,0.25,96000.0,0.2212,0.0288,46.15,556.42,463.68,16.67,90000.0,-0.2451,0.0049,47.02,649.15,556.42,14.29,1205.57,1020.1,15.38,1.3,92736.32,79.0,True,
pullback,2026-01-07T01:00:00+00:00,2026-01-07,1,0.7486,3,0.3,95000.0,0.2981,0.0019,46.08,788.26,695.52,11.76,91000.0,-0.3251,0.0251,46.04,927.36,834.63,10.0,1715.62,1530.15,10.81,1.85,92736.32,79.0,True,
pullback,2026-01-07T01:00:00+00:00,2026-01-07,1,0.7486,3,0.35,94000.0,0.3864,0.0364,46.0,1112.84,1020.1,8.33,91000.0,-0.3251,0.0249,46.04,927.36,834.63,10.0,2040.2,1854.73,9.09,2.2,92736.32,79.0,True,
pullback,2026-01-07T01:00:00+00:00,2026-01-07,1,0.7486,3,0.4,94000.0,0.3864,0.0136,46.0,1112.84,1020.1,8.33,92000.0,-0.419,0.019,45.77,1298.31,1205.57,7.14,2411.14,2225.67,7.69,2.6,92736.32,79.0,True,
pullback,2026-01-07T01:00:00+00:00,2026-01-07,1,0.7486,4,0.1,,,,,,,,,,,,,,,,,,,,,False,no_matching_contract
pullback,2026-01-07T01:00:00+00:00,2026-01-07,1,0.7486,4,0.15,,,,,,,,,,,,,,,,,,,,,False,no_matching_contract
pullback,2026-01-07T01:00:00+00:00,2026-01-07,1,0.7486,4,0.2,,,,,,,,,,,,,,,,,,,,,False,no_matching_contract
pullback,2026-01-07T01:00:00+00:00,2026-01-07,1,0.7486,4,0.25,,,,,,,,,,,,,,,,,,,,,False,no_matching_contract
pullback,2026-01-07T01:00:00+00:00,2026-01-07,1,0.7486,4,0.3,,,,,,,,,,,,,,,,,,,,,False,no_matching_contract
pullback,2026-01-07T01:00:00+00:00,2026-01-07,1,0.7486,4,0.35,,,,,,,,,,,,,,,,,,,,,False,no_matching_contract
pullback,2026-01-07T01:00:00+00:00,2026-01-07,1,0.7486,4,0.4,,,,,,,,,,,,,,,,,,,,,False,no_matching_contract
pullback,2026-01-12T18:00:00+00:00,2026-01-12,18,0.7125,1,0.1,93000.0,0.1115,0.0115,34.34,82.28,54.85,33.33,89000.0,-0.0554,0.0446,42.92,45.71,36.57,20.0,127.99,91.42,28.57,0.14,91423.8,14.0,False,leg_ask_too_low
pullback,2026-01-12T18:00:00+00:00,2026-01-12,18,0.7125,1,0.15,93000.0,0.1115,0.0385,34.34,82.28,54.85,33.33,90000.0,-0.1481,0.0019,38.68,127.99,100.57,21.43,210.27,155.42,26.09,0.23,91423.8,14.0,False,spread_too_wide
pullback,2026-01-12T18:00:00+00:00,2026-01-12,18,0.7125,1,0.2,93000.0,0.1115,0.0885,34.34,82.28,54.85,33.33,90000.0,-0.1481,0.0519,38.68,127.99,100.57,21.43,210.27,155.42,26.09,0.23,91423.8,14.0,False,spread_too_wide
pullback,2026-01-12T18:00:00+00:00,2026-01-12,18,0.7125,1,0.25,92000.0,0.3295,0.0795,33.56,283.41,237.7,16.13,90000.0,-0.1481,0.1019,38.68,127.99,100.57,21.43,411.41,338.27,17.78,0.45,91423.8,14.0,True,
pullback,2026-01-12T18:00:00+00:00,2026-01-12,18,0.7125,1,0.3,92000.0,0.3295,0.0295,33.56,283.41,237.7,16.13,91000.0,-0.36,0.06,34.99,329.13,292.56,11.11,612.54,530.26,13.43,0.67,91423.8,14.0,True,
pullback,2026-01-12T18:00:00+00:00,2026-01-12,18,0.7125,1,0.35,92000.0,0.3295,0.0205,33.56,283.41,237.7,16.13,91000.0,-0.36,0.01,34.99,329.13,292.56,11.11,612.54,530.26,13.43,0.67,91423.8,14.0,True,
pullback,2026-01-12T18:00:00+00:00,2026-01-12,18,0.7125,1,0.4,92000.0,0.3295,0.0705,33.56,283.41,237.7,16.13,91000.0,-0.36,0.04,34.99,329.13,292.56,11.11,612.54,530.26,13.43,0.67,91423.8,14.0,True,
pullback,2026-01-12T18:00:00+00:00,2026-01-12,18,0.7125,2,0.1,95000.0,0.0671,0.0329,38.14,73.14,54.85,25.0,88000.0,-0.0898,0.0102,44.14,127.99,100.57,21.43,201.13,155.42,22.73,0.22,91423.8,38.0,False,leg_ask_too_low
pullback,2026-01-12T18:00:00+00:00,2026-01-12,18,0.7125,2,0.15,94000.0,0.1356,0.0144,37.24,164.56,127.99,22.22,89000.0,-0.154,0.004,41.31,219.42,182.85,16.67,383.98,310.84,19.05,0.42,91423.8,38.0,True,
pullback,2026-01-12T18:00:00+00:00,2026-01-12,18,0.7125,2,0.2,93000.0,0.2514,0.0514,37.11,338.27,301.7,10.81,89000.0,-0.154,0.046,41.31,219.42,182.85,16.67,557.69,484.55,13.11,0.61,91423.8,38.0,True,
pullback,2026-01-12T18:00:00+00:00,2026-01-12,18,0.7125,2,0.25,93000.0,0.2514,0.0014,37.11,338.27,301.7,10.81,90000.0,-0.2616,0.0116,39.32,393.12,365.7,6.98,731.39,667.39,8.75,0.8,91423.8,38.0,True,
pullback,2026-01-12T18:00:00+00:00,2026-01-12,18,0.7125,2,0.3,93000.0,0.2514,0.0486,37.11,338.27,301.7,10.81,90000.0,-0.2616,0.0384,39.32,393.12,365.7,6.98,731.39,667.39,8.75,0.8,91423.8,38.0,True,
pullback,2026-01-12T18:00:00+00:00,2026-01-12,18,0.7125,2,0.35,92000.0,0.4101,0.0601,37.11,685.68,594.25,13.33,91000.0,-0.4149,0.0649,38.09,731.39,639.97,12.5,1417.07,1234.22,12.9,1.55,91423.8,38.0,True,
pullback,2026-01-12T18:00:00+00:00,2026-01-12,18,0.7125,2,0.4,92000.0,0.4101,0.0101,37.11,685.68,594.25,13.33,91000.0,-0.4149,0.0149,38.09,731.39,639.97,12.5,1417.07,1234.22,12.9,1.55,91423.8,38.0,True,
pullback,2026-01-12T18:00:00+00:00,2026-01-12,18,0.7125,3,0.1,95000.0,0.1196,0.0196,37.65,182.85,146.28,20.0,87000.0,-0.0886,0.0115,44.82,164.56,127.99,22.22,347.41,274.27,21.05,0.38,91423.8,62.0,True,
pullback,2026-01-12T18:00:00+00:00,2026-01-12,18,0.7125,3,0.15,95000.0,0.1196,0.0304,37.65,182.85,146.28,20.0,88000.0,-0.1354,0.0146,42.59,246.84,219.42,11.11,429.69,365.7,14.89,0.47,91423.8,62.0,True,
pullback,2026-01-12T18:00:00+00:00,2026-01-12,18,0.7125,3,0.2,94000.0,0.1992,0.0008,37.49,319.98,283.41,11.43,89000.0,-0.206,0.006,40.74,383.98,356.55,7.14,703.96,639.97,9.09,0.77,91423.8,62.0,True,
pullback,2026-01-12T18:00:00+00:00,2026-01-12,18,0.7125,3,0.25,94000.0,0.1992,0.0508,37.49,319.98,283.41,11.43,89000.0,-0.206,0.044,40.74,383.98,356.55,7.14,703.96,639.97,9.09,0.77,91423.8,62.0,True,
pullback,2026-01-12T18:00:00+00:00,2026-01-12,18,0.7125,3,0.3,93000.0,0.3059,0.0059,37.51,594.25,502.83,15.38,90000.0,-0.3043,0.0043,39.23,639.97,548.54,14.29,1234.22,1051.37,14.81,1.35,91423.8,62.0,True,
pullback,2026-01-12T18:00:00+00:00,2026-01-12,18,0.7125,3,0.35,93000.0,0.3059,0.0441,37.51,594.25,502.83,15.38,90000.0,-0.3043,0.0457,39.23,639.97,548.54,14.29,1234.22,1051.37,14.81,1.35,91423.8,62.0,True,
pullback,2026-01-12T18:00:00+00:00,2026-01-12,18,0.7125,3,0.4,92000.0,0.435,0.035,37.52,959.95,868.53,9.52,91000.0,-0.4291,0.0291,38.26,959.95,914.24,4.76,1919.9,1782.76,7.14,2.1,91423.8,62.0,True,
pullback,2026-01-12T18:00:00+00:00,2026-01-12,18,0.7125,4,0.1,96000.0,0.1068,0.0068,38.38,182.85,155.42,15.0,86000.0,-0.083,0.017,45.92,173.71,146.28,15.79,356.55,301.7,15.38,0.39,91423.8,86.0,True,
pullback,2026-01-12T18:00:00+00:00,2026-01-12,18,0.7125,4,0.15,95000.0,0.1652,0.0152,38.2,301.7,265.13,12.12,88000.0,-0.1711,0.0211,42.32,374.84,347.41,7.32,676.54,612.54,9.46,0.74,91423.8,86.0,True,
pullback,2026-01-12T18:00:00+00:00,2026-01-12,18,0.7125,4,0.2,95000.0,0.1652,0.0348,38.2,301.7,265.13,12.12,88000.0,-0.1711,0.0289,42.32,374.84,347.41,7.32,676.54,612.54,9.46,0.74,91423.8,86.0,True,
pullback,2026-01-12T18:00:00+00:00,2026-01-12,18,0.7125,4,0.25,94000.0,0.2439,0.0061,38.2,502.83,447.98,10.91,89000.0,-0.2406,0.0094,40.85,594.25,502.83,15.38,1097.09,950.81,13.33,1.2,91423.8,86.0,True,
pullback,2026-01-12T18:00:00+00:00,2026-01-12,18,0.7125,4,0.3,93000.0,0.3395,0.0395,38.15,777.1,731.39,5.88,90000.0,-0.3311,0.031,39.73,822.81,777.1,5.56,1599.92,1508.49,5.71,1.75,91423.8,86.0,True,
pullback,2026-01-12T18:00:00+00:00,2026-01-12,18,0.7125,4,0.35,93000.0,0.3395,0.0105,38.15,777.1,731.39,5.88,90000.0,-0.3311,0.0189,39.73,822.81,777.1,5.56,1599.92,1508.49,5.71,1.75,91423.8,86.0,True,
pullback,2026-01-12T18:00:00+00:00,2026-01-12,18,0.7125,4,0.4,92000.0,0.4498,0.0498,38.27,1188.51,1097.09,7.69,91000.0,-0.437,0.037,38.95,1188.51,1142.8,3.85,2377.02,2239.88,5.77,2.6,91423.8,86.0,True,
pullback,2026-01-21T01:00:00+00:00,2026-01-21,1,0.65,1,0.1,92000.0,0.0872,0.0129,42.9,88.83,71.06,20.0,85000.0,-0.1121,0.0121,62.0,186.53,168.77,9.52,275.36,239.83,12.9,0.31,88826.06,31.0,True,
pullback,2026-01-21T01:00:00+00:00,2026-01-21,1,0.65,1,0.15,91000.0,0.1762,0.0262,42.91,213.18,186.53,12.5,86000.0,-0.1661,0.0161,57.27,293.13,257.6,12.12,506.31,444.13,12.28,0.57,88826.06,31.0,True,
pullback,2026-01-21T01:00:00+00:00,2026-01-21,1,0.65,1,0.2,91000.0,0.1762,0.0238,42.91,213.18,186.53,12.5,86000.0,-0.1661,0.0339,57.27,293.13,257.6,12.12,506.31,444.13,12.28,0.57,88826.06,31.0,True,
pullback,2026-01-21T01:00:00+00:00,2026-01-21,1,0.65,1,0.25,90000.0,0.3123,0.0623,43.56,444.13,435.25,2.0,87000.0,-0.248,0.002,52.78,435.25,399.72,8.16,879.38,834.96,5.05,0.99,88826.06,31.0,True,
